zipcode,Number of Returns,Number of Exemptions,NUMDEP,ELDERLY,Salaries and wages amount
68859,210,410,120,80,6081
68860,160,270,70,50,4225
68862,1310,2660,810,440,47155
68863,510,1100,390,130,20170
68864,470,960,300,140,15389
68865,470,950,270,130,23979
68866,440,950,330,120,17238
68869,960,1990,630,260,32675
68870,220,490,170,50,9358
68871,100,210,60,30,2592
68872,440,880,280,110,17083
68873,1510,3030,970,450,60056
68874,410,840,270,130,10372
68875,220,510,170,60,5964
68876,730,1470,480,190,27154
68878,180,400,140,40,5716
68879,150,290,80,60,4120
68882,190,400,130,60,5863
68883,1060,2140,680,280,40365
68901,11870,22590,7140,3120,445444
68920,630,1240,350,250,21550
68922,590,1180,370,200,20149
68924,590,1190,360,160,22244
68925,210,430,130,70,7533
68926,290,600,170,120,8792
68927,510,1060,350,150,19137
68928,190,400,140,70,5589
68930,570,1120,330,160,19221
68932,180,360,110,70,5200
68933,440,870,230,140,16973
68935,300,620,200,110,8729
68937,830,1580,380,330,31406
68938,270,510,130,90,7985
68939,530,1030,290,200,16944
68940,200,420,120,60,6410
68941,340,710,220,100,13133
68942,180,350,100,60,4752
68943,110,200,60,40,2335
68944,520,1080,380,160,17133
68945,100,230,80,30,4005
68947,250,510,130,80,8422
68948,130,270,80,50,3552
68949,3120,6060,1840,900,117139
68950,150,300,80,50,5018
68955,1000,2100,700,250,48551
68956,560,1170,410,150,20854
68957,270,570,160,80,9299
68958,290,570,180,80,9407
68959,1830,3720,1180,520,66917
68961,350,680,180,120,10248
68966,320,610,190,100,9177
68967,480,940,300,150,15182
68970,570,1060,250,210,15280
68971,180,330,70,70,4929
68973,200,430,120,60,7236
68977,130,280,90,50,3212
68978,1000,1890,500,370,30901
68979,820,1730,530,310,28261
68980,190,400,110,50,7408
68981,140,280,70,50,3486
68982,330,620,180,100,10300
69001,4110,8050,2420,1250,150115
69020,180,390,110,60,6371
69021,520,990,270,170,16212
69022,700,1440,430,270,24527
69023,170,360,120,70,5208
69024,510,1030,310,170,16065
69025,410,850,280,120,13830
69028,350,700,190,120,12223
69029,150,310,80,60,4247
69030,120,260,80,50,3005
69032,170,390,110,60,5535
69033,1160,2430,790,330,44276
69034,410,740,190,140,13618
69038,200,420,120,60,6693
69040,210,440,110,70,6687
69043,200,440,120,80,4984
69044,320,630,200,100,9218
69045,390,810,250,130,11386
69101,13220,25580,7790,3560,537858
69120,400,850,260,150,13733
69121,140,280,80,60,3490
69122,260,530,160,100,9089
69123,400,840,270,110,16066
69125,130,230,60,40,4010
69127,330,590,150,120,9073
69128,110,230,50,40,3215
69129,560,1070,300,200,18622
69130,2340,4760,1590,620,84493
69131,270,510,140,90,8756
69133,150,300,90,50,4392
69134,150,290,90,40,4219
69138,2030,4090,1300,590,75574
69140,750,1550,500,260,27649
69141,150,330,80,60,6023
69143,710,1390,420,200,28900
69144,100,180,40,40,2141
69145,1270,2490,740,440,43235
69146,130,220,40,70,2422
69147,260,480,100,130,5404
69149,320,640,160,120,11133
69150,210,470,160,70,5356
69151,350,740,240,100,14382
69152,420,760,220,150,9762
69153,2750,5180,1440,850,96536
69154,530,980,260,190,13413
69155,450,870,250,130,15665
69156,310,560,140,110,13290
69162,3450,6890,2170,900,173455
69163,370,790,240,120,11832
69165,780,1660,550,200,34754
69166,250,530,150,90,6663
69167,160,290,80,50,4183
69168,110,190,50,40,1954
69169,250,530,170,80,8619
69170,170,340,90,40,5175
69201,1880,3510,1010,580,60288
69210,1060,2020,560,370,34029
69211,160,350,120,40,4687
69217,230,460,130,80,5879
69218,90,180,60,20,1689
69301,4480,8930,2750,1270,177063
69333,120,240,80,30,2466
69334,910,1850,590,280,30336
69336,1060,2060,640,290,35559
69337,2630,4900,1400,710,92333
69339,670,1280,360,260,18138
69341,4840,9680,3140,1270,192233
69343,1030,1960,580,330,30730
69345,180,410,120,50,6296
69346,220,450,130,90,6023
69347,520,1020,270,200,14862
69348,610,1230,350,220,20562
69350,200,360,90,70,5544
69352,230,470,140,70,6634
69356,750,1490,450,210,26227
69357,1590,3100,950,450,57920
69358,760,1590,500,210,27651
69360,530,1040,330,200,13440
69361,7560,14870,5010,1990,290569
69366,100,250,100,30,2202
69367,100,190,40,40,2327
70001,18020,31540,9070,4650,789550
70002,9380,16750,4770,2830,420826
70003,19000,34890,10610,5060,760368
70005,11940,20940,5360,4070,709248
70006,7440,13810,4150,2240,321293
70030,1770,3610,1250,380,82987
70031,640,1190,410,140,25444
70032,1880,3620,1320,350,60919
70036,460,910,290,130,17348
70037,6880,14430,5240,1310,349079
70038,120,250,110,30,2551
70039,1290,2700,1190,200,47256
70040,490,960,380,100,15407
70041,1010,2160,830,170,24992
70043,7860,15920,6420,1150,259152
70047,5710,11420,3850,1340,324200
70049,1000,1940,870,200,29338
70050,150,530,310,30,4918
70051,890,1880,760,200,34172
70052,1610,3170,1190,360,69755
70053,6620,12240,4430,1380,220401
70056,17070,34460,13340,3340,595672
70057,1840,3590,1350,390,77691
70058,17740,34960,13870,3160,602779
70062,6910,13170,5130,1250,193161
70065,23100,44250,14750,5700,966824
70067,1240,2550,840,300,50154
70068,14140,28390,11170,2670,587388
70070,6010,12480,4410,1300,335625
70071,1520,2910,1080,390,60263
70072,24530,47990,17860,4870,878935
70075,2130,4480,1710,330,97348
70079,1400,2750,910,350,66204
70080,630,1320,470,140,24144
70082,160,330,140,40,3809
70083,1030,2070,850,210,32212
70084,3090,6050,2430,650,104491
70085,1620,3410,1270,350,53505
70086,890,1710,750,200,27203
70087,3410,6850,2660,640,132628
70090,3500,6950,2690,770,151096
70091,110,230,80,20,3146
70092,2870,5930,2530,440,86368
70094,13180,25910,10340,2400,406149
70112,1990,2840,690,220,104490
70113,3010,5210,2010,360,105772
70114,8680,16820,7090,1550,247151
70115,14590,23810,6060,2850,988888
70116,4530,6860,1840,1000,144414
70117,11590,19970,7360,1630,314124
70118,12360,21140,6440,2840,690834
70119,15860,25030,7320,2350,554997
70121,5480,8970,2400,1450,210321
70122,14970,26900,9750,3180,528818
70123,13200,23570,6380,3830,695041
70124,9700,18870,5580,2290,801431
70125,6350,11260,3910,1080,264642
70126,11450,22860,10390,1900,291284
70127,9340,18190,8120,1570,246925
70128,7960,15560,6510,1540,254540
70129,3520,7260,3000,640,89972
70130,7040,9940,1770,1250,434026
70131,11560,22250,8270,2480,520990
70301,18400,37330,12870,3760,844389
70339,2280,4620,1420,550,118354
70340,490,1170,530,90,15394
70341,1420,2940,1260,270,51357
70342,1940,4290,1680,390,90082
70343,2250,5140,1890,490,111957
70344,1990,4370,1610,400,68740
70345,3770,8170,2950,740,162272
70346,4440,9080,3810,1010,154018
70353,420,970,400,100,11503
70354,1740,3870,1540,330,63279
70355,380,800,280,70,16820
70356,870,1840,750,190,27048
70357,1050,2200,800,230,33807
70358,410,820,240,120,13304
70359,3720,8120,3230,560,155390
70360,11640,23840,8170,2580,636015
70363,9670,21590,9250,1650,305983
70364,11840,24760,9160,2190,461205
70372,1090,2220,740,270,41903
70373,2730,5960,2130,590,113080
70374,2790,5870,2010,580,119378
70375,170,370,130,50,9838
70377,1440,3300,1290,290,52592
70380,7690,16610,6480,1640,271442
70390,2710,5660,2200,550,111435
70391,290,610,250,80,11365
70392,3410,7350,2990,670,125214
70393,350,730,290,70,14943
70394,5820,12180,4370,1190,241808
70395,2140,4400,1500,460,97833
70397,460,1040,390,110,16385
70401,7640,14670,5390,1510,254755
70403,11040,22210,8390,2110,432865
70420,3790,7590,2460,1090,167167
70422,5240,10850,4320,1160,173724
70426,1730,3740,1500,410,53342
70427,6540,13500,5290,1570,181574
70431,2340,4780,1450,730,97185
70433,16720,33250,10580,4700,961588
70435,8310,17100,5510,2260,397205
70436,210,440,230,40,5166
70437,3380,6870,2180,1070,138301
70438,7000,15140,5740,1590,238896
70441,2010,4230,1810,440,59058
70442,170,380,120,40,7120
70443,4000,8580,3470,810,135375
70444,3830,8140,3230,840,131664
70445,4610,9090,2950,1300,171998
70446,2700,5940,2190,540,119212
70447,6480,15010,5610,1290,484504
70448,11360,23380,7990,2710,699688
70449,1390,2770,840,350,75063
70450,1000,2150,820,250,31895
70451,670,1460,660,120,17852
70452,5550,11200,3700,1360,216616
70453,530,1070,370,130,19752
70454,12990,26380,9050,2780,569882
70455,770,1610,560,190,32828
70456,1080,2350,1060,220,31241
70458,16320,31530,10120,4240,675661
70460,9550,18880,6820,1950,334294
70461,12370,25850,9520,2670,591691
70462,2330,4840,1700,520,105301
70463,100,200,60,30,3468
70464,110,250,100,30,3653
70465,250,580,310,40,4706
70466,3130,6630,2620,570,108252
70471,10220,21200,7200,2790,725598
70501,11710,22360,9460,1970,272588
70503,12380,23720,7170,3360,672609
70506,17290,31420,10000,3670,618546
70507,7460,15230,5820,1430,269821
70508,17620,34270,10750,4050,1042011
70510,9700,20890,8040,2050,340878
70512,4070,8760,3260,820,172281
70514,1080,2270,930,270,33378
70515,1340,2950,1150,240,51667
70516,630,1490,610,110,23963
70517,11460,23720,8990,2230,422306
70518,6970,14310,4800,1270,384194
70519,160,320,120,40,4981
70520,8730,18130,6780,1580,356731
70523,520,960,370,100,16780
70524,140,300,120,30,4181
70525,5310,11750,4630,980,198763
70526,6580,13980,5610,1340,209030
70528,1110,2380,960,250,39166
70529,4840,10080,3760,810,179010
70531,590,1300,470,110,23717
70532,1260,2530,1020,250,38459
70533,2960,6380,2340,580,118312
70534,350,860,370,60,10472
70535,7180,15560,6110,1610,262028
70537,220,480,190,30,7950
70538,5040,10660,4310,1200,157505
70541,430,880,360,90,11440
70542,1240,2580,880,320,51271
70543,1510,3410,1280,310,65763
70544,4710,9830,4090,950,141319
70546,6550,13890,5210,1430,247559
70548,4040,8600,3050,870,158725
70549,1540,3180,1130,350,56292
70550,320,630,250,80,8900
70552,750,1580,560,170,27256
70554,2010,4470,1840,340,69382
70555,3460,7730,2780,620,165015
70556,300,630,240,70,9940
70558,190,390,110,80,6572
70559,900,2050,770,160,34064
70560,15550,32960,13650,2870,475528
70563,8290,17080,5850,2120,365128
70570,14760,31450,13280,2890,471794
70576,450,1060,410,90,18873
70577,2020,4340,1640,380,85043
70578,6860,14530,5540,1250,254660
70581,420,890,310,80,18037
70582,8310,17230,6630,1640,290075
70583,5350,10780,3790,1070,192867
70584,3050,6600,2510,670,129778
70585,200,450,150,50,8708
70586,7270,15990,6390,1480,264037
70589,1490,3160,1170,360,59983
70591,2150,4630,1740,460,85704
70592,10860,24230,9010,1540,635899
70601,14200,26470,10320,2620,433264
70605,15800,30950,9600,4280,895779
70607,11480,22110,8100,2020,415999
70611,8430,18640,6570,1800,469566
70615,5260,10340,4030,960,164857
70630,630,1380,480,120,31743
70631,480,980,340,110,21294
70632,170,370,110,40,8413
70633,3140,6690,2290,750,142966
70634,9560,20620,7020,2310,385932
70637,340,760,280,70,15547
70638,360,890,370,70,15097
70639,230,530,200,60,8870
70640,180,360,160,30,5234
70643,130,250,70,40,5713
70644,140,320,110,30,6223
70645,520,1090,360,140,23279
70646,320,670,240,70,11893
70647,4510,9850,3580,830,246752
70648,2850,5870,2100,600,110480
70650,250,530,180,50,10387
70651,150,320,110,30,5241
70652,890,2090,800,190,44595
70653,1110,2470,830,290,45697
70654,150,360,150,30,6560
70655,1180,2390,900,260,38615
70656,1310,3080,1130,320,50985
70657,2100,4680,1720,390,98343
70658,350,830,300,80,15960
70659,660,1420,500,160,24381
70660,560,1250,450,110,27569
70661,750,1610,540,170,32077
70662,150,350,130,30,6298
70663,11690,24050,8390,2590,513920
70665,4830,10330,3580,1020,278872
70668,2560,5370,1970,560,100576
70669,4130,8360,2830,960,181963
70706,8710,19000,7050,1500,449462
70710,2500,5160,1950,350,138398
70711,2280,4910,1840,490,99449
70712,170,370,150,0,8529
70714,8080,15820,6170,1820,261221
70715,500,1050,410,110,15178
70719,2160,4290,1540,470,107214
70721,280,580,270,40,9259
70722,2680,5340,1850,710,105263
70723,580,1200,530,130,19278
70725,810,1590,670,120,29173
70726,21450,45270,16400,3990,999694
70729,540,1070,360,120,25103
70730,1570,3080,1040,450,67393
70732,500,1020,330,130,22723
70733,730,1510,460,190,35879
70734,3240,7510,3120,470,214182
70736,240,490,180,50,9445
70737,18700,38230,13670,3450,998024
70739,5690,11950,3800,1520,320738
70740,600,1180,370,160,24850
70743,140,320,100,30,9140
70744,2060,4530,1630,430,85643
70748,1940,3740,1270,600,66754
70749,610,1150,330,210,25153
70750,700,1540,580,130,31559
70752,390,800,250,100,17896
70753,340,730,320,90,9061
70754,4430,9510,3340,840,213205
70755,920,1850,620,190,45508
70756,200,400,150,50,8662
70757,1280,2510,950,270,45788
70759,630,1310,460,170,20932
70760,3010,5910,2300,760,99744
70761,330,660,240,80,12487
70762,490,940,270,140,24277
70763,1770,3880,1450,320,115277
70764,7080,14130,5380,1610,289287
70767,6640,13280,4970,1390,295067
70769,18710,41140,15170,3300,1238078
70770,1780,3630,1090,480,91161
70772,380,740,270,90,17305
70774,4310,8860,2890,920,240971
70775,4010,8270,2900,1130,201742
70776,1530,2950,1030,350,74776
70777,1830,3930,1400,440,83916
70778,1280,2810,1120,210,68106
70780,470,880,340,130,18576
70783,1110,2190,660,340,53048
70785,9310,19640,6880,1740,439357
70787,120,200,70,40,3363
70788,1700,3390,1380,380,63596
70789,270,530,200,80,6943
70791,12210,25760,9640,2580,630382
70801,130,170,30,0,7628
70802,9440,17310,7440,1460,216619
70805,10440,21530,10580,1460,212944
70806,12430,22640,7780,2680,547419
70807,6150,12290,5850,1180,126744
70808,14640,25790,6920,4390,882598
70809,12230,21510,5840,3420,745046
70810,19400,37050,11680,4880,1399141
70811,5690,10990,4570,1290,155924
70812,4600,9060,4100,860,107789
70814,6260,11810,4700,1220,201842
70815,12350,23880,8950,2840,400573
70816,18840,35340,12200,3980,749666
70817,16210,31810,9580,4220,980656
70818,4260,8640,2840,1260,202344
70819,1870,3670,1430,350,59375
70820,6450,10330,3340,500,262292
71001,1820,3630,1420,430,52063
71003,390,800,250,120,12947
71004,260,500,180,80,8297
71006,5890,13040,4420,1610,317582
71007,450,870,240,150,14655
71008,280,580,180,100,8710
71016,740,1650,620,170,27940
71018,580,1190,440,170,17005
71019,3110,6650,2610,720,106749
71021,300,550,240,60,5266
71023,1410,2830,890,420,48314
71024,500,1050,380,130,17955
71027,840,1700,580,220,30134
71028,620,1170,420,170,17859
71029,100,210,80,30,2944
71030,680,1430,560,150,23138
71031,320,690,210,100,13247
71032,940,1870,610,280,31675
71033,1500,2880,840,480,56611
71034,120,240,70,20,4104
71037,8860,18890,6510,2060,389255
71038,1360,2830,1050,390,40008
71039,760,1590,560,170,28531
71040,2860,5640,2090,790,82996
71043,180,370,130,60,5903
71044,230,460,130,80,7787
71045,230,510,180,50,8886
71046,530,1090,370,180,18145
71047,4720,9530,3050,1320,174169
71049,1220,2610,990,330,41045
71051,880,1800,560,240,32060
71052,4050,8230,3470,960,112232
71055,7780,15490,5550,1940,264185
71060,1140,2380,810,310,40710
71061,590,1300,500,150,18528
71063,290,560,210,60,8840
71064,1320,2630,900,390,39185
71065,410,920,370,100,13720
71067,1420,3070,1220,260,46641
71068,1280,2680,970,370,37415
71069,230,530,210,60,6734
71070,580,1260,460,170,20828
71071,950,2040,680,240,35791
71072,580,1160,350,180,20314
71073,900,1860,680,230,29384
71075,2180,4450,1600,620,62687
71078,2860,6450,2310,640,141185
71079,100,230,90,30,4252
71082,1730,3690,1420,420,53926
71101,2810,5210,2180,490,60951
71103,2650,5150,2370,550,45589
71104,6090,10770,3560,1170,206520
71105,10240,18250,5200,2780,407538
71106,14390,29600,11100,3730,812941
71107,12590,25690,10090,2850,396628
71108,7990,15840,7320,1230,169474
71109,8240,15870,7060,1770,160218
71110,1480,3020,960,30,53202
71111,17910,37290,13840,3600,775190
71112,13840,27790,9710,3060,490581
71115,6990,13070,4010,2090,369427
71118,10740,20710,7570,2530,346907
71119,5170,9600,3200,1560,184917
71129,6220,11930,4470,1310,201163
71201,9020,17180,5840,2460,417217
71202,9970,21080,10360,1660,190127
71203,14660,29640,11530,2930,553297
71219,480,1040,350,120,20047
71220,8510,17620,7050,1970,238262
71222,1250,2630,980,310,38506
71223,150,300,130,40,3706
71225,3280,7150,2460,720,163526
71226,670,1390,460,210,24063
71227,1640,3530,1190,430,87501
71229,630,1280,440,160,24895
71232,2590,5310,2020,660,84628
71234,1700,3570,1100,440,68787
71235,1830,3810,1210,530,71953
71237,430,900,330,110,12589
71238,1230,2700,900,300,48965
71241,3960,8230,2920,1040,140477
71243,100,210,70,30,2645
71245,1170,2060,780,300,24813
71247,420,830,300,110,10961
71251,3080,6370,2230,820,101276
71253,180,380,130,50,6871
71254,2150,4590,2150,500,48312
71256,230,450,160,40,6739
71259,740,1550,560,180,27194
71260,1120,2350,820,280,41019
71261,630,1210,440,170,17804
71263,2800,6150,2240,740,107435
71264,420,860,310,140,15975
71266,580,1260,480,140,18548
71268,1100,2440,810,330,48969
71269,4640,9800,3830,1030,155764
71270,11520,22500,8050,2570,419964
71275,1070,2190,800,250,36049
71276,110,230,90,30,2598
71277,620,1330,470,150,21353
71279,130,240,70,50,3727
71280,1880,4050,1460,450,91353
71282,3280,6970,3080,710,82303
71286,190,410,120,60,5195
71291,14250,28440,9390,3520,597453
71292,8770,18590,6920,1820,301330
71295,5050,10920,4370,1140,150289
71301,8490,16690,6700,1890,270329
71302,5800,11350,4810,1300,139187
71303,9270,18310,6480,2410,393944
71322,2400,4970,1910,570,73940
71323,390,840,290,90,14263
71325,430,930,350,120,11440
71326,510,1060,440,130,13055
71327,1500,3220,1320,310,46056
71328,3110,6860,2320,680,131151
71331,430,920,290,120,15661
71333,230,430,130,70,6040
71334,3050,6330,2700,780,80096
71336,580,1210,420,160,17850
71340,380,860,280,130,15256
71341,1260,2630,930,260,44685
71342,2730,5980,2070,670,113501
71343,2680,5760,2110,670,88770
71346,1180,2450,890,310,41262
71350,1740,3550,1360,340,54232
71351,4510,9340,3600,940,137099
71353,620,1330,570,140,19283
71354,640,1430,490,180,28082
71355,1080,2240,780,280,41730
71356,230,490,210,60,7025
71357,630,1310,520,170,17876
71358,430,900,360,100,13940
71360,14100,28860,10180,3260,546015
71362,810,1820,650,180,33638
71366,690,1400,490,250,19817
71367,470,1060,390,100,18946
71368,490,1050,420,140,14040
71369,1010,2230,1000,160,32032
71371,710,1670,600,160,34802
71373,2750,5880,2320,630,93139
71375,350,720,320,110,7635
71378,850,1780,710,200,24514
71403,1830,3840,1230,470,73782
71404,290,640,230,70,11445
71405,2340,4770,1650,570,82608
71407,460,980,330,110,18526
71409,2650,5280,1720,670,108635
71411,1050,2290,930,220,37837
71414,190,360,140,40,5824
71416,300,580,190,80,8220
71417,1870,3840,1420,430,61142
71418,2300,4920,1730,600,85256
71419,800,1740,600,210,31265
71422,560,1210,400,120,20761
71423,1960,4230,1470,450,77960
71424,520,1160,380,120,21689
71427,110,270,120,20,3723
71429,1150,2590,900,330,47714
71430,990,2420,990,230,33919
71432,410,910,320,100,17058
71433,1620,3660,1380,380,59963
71435,1150,2540,900,280,49397
71438,690,1540,540,140,32750
71439,700,1530,480,200,27687
71441,230,530,200,40,9535
71446,8440,17810,6150,1880,305614
71447,530,1090,360,130,20391
71449,3420,7250,2520,960,126123
71450,360,870,330,120,12439
71454,880,1820,610,220,35513
71456,520,1040,370,160,18787
71457,10090,20310,7790,2260,341040
71459,4060,9340,3350,30,145227
71461,1130,2240,750,280,34904
71462,550,1240,490,120,19668
71463,2950,6350,2480,660,105396
71465,1110,2530,880,250,44593
71466,220,460,170,50,8558
71467,2130,4580,1570,500,81797
71468,360,740,250,100,12512
