,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
2265,18,43417,631,682,1149,125,5,3,0,17,141,161,37,106,87,53,0,284,573,70,71,24,0,0,309,0,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,42840
2266,5681,19000,3295,2639,1786,3540,23,291,4,111,593,127,94,207,42,0,35,584,963,66,440,162,0,27,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,50120
2267,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,5850
2268,109,53809,9500,9482,15305,1023,129,106,3,1925,1392,1170,822,1622,766,279,137,2562,7026,776,1160,243,95,22,3866,282,553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,20470
2269,2828,16434,2001,2189,3074,908,17,10,1,20,1397,491,180,132,35,0,0,636,1842,322,171,47,0,26,268,59,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,4890
2270,11499,47231,12415,10971,19624,1735,94,1158,15,265,4650,2559,1839,3259,1253,624,789,809,4747,737,6922,2862,1142,492,297,174,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,26860
2271,2900,36111,3227,2050,4020,281,146,217,53,322,885,435,201,461,148,26,150,611,1700,237,843,330,74,47,351,38,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,27870
2272,1310,70360,16920,17834,32041,749,70,1044,17,223,2160,2377,1570,3339,2445,1147,1201,915,10057,2346,7104,3151,823,346,5759,652,688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,8410
2273,6748,31500,3872,2484,4334,972,165,409,40,84,1351,650,314,580,301,75,69,847,2429,570,769,314,185,30,275,11,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,36850
2274,2161,62198,26943,27980,31277,6458,585,4081,185,9366,2956,2889,2111,3908,2686,1170,723,7471,17526,3175,4788,2344,430,295,10712,1355,1247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,31240
2276,961,36845,9019,9975,14547,2401,81,216,8,1229,2816,1905,1191,1504,506,56,82,3839,9194,1041,1441,331,156,11,2320,203,491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,37110
2277,190,57172,7023,8124,13105,139,195,205,11,1007,1917,1538,808,1830,942,469,707,709,3968,635,3568,2627,703,698,1138,441,215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,2730
2278,452,51413,18298,20505,36167,380,162,1233,16,263,4171,3003,1759,3728,2101,594,516,1029,10518,2801,5972,2499,576,624,4893,993,742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,11160
2279,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8450
2280,3153,77156,11025,12233,20392,1106,21,894,5,292,737,1498,1444,2218,1676,1032,825,581,4713,916,5775,2976,755,530,3265,928,378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3910
2281,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2040
2282,461,30468,19082,20335,32848,2994,108,2068,26,339,6110,3066,974,2410,982,314,437,1163,5717,1047,4266,2208,786,883,2587,489,246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,11450
2283,846,48947,667,357,711,270,6,18,0,4,140,108,140,71,86,26,57,19,369,0,261,92,46,28,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,11710
2285,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018,53460
2286,19718,42938,5681,4557,7386,764,168,1274,31,205,2806,1130,580,1055,908,499,701,547,3511,379,2808,1413,528,306,46,73,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,15960
2287,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10280
2288,5127,45784,6111,6602,8692,3364,24,213,2,100,1737,1267,997,1362,558,80,108,1185,4860,779,2087,876,270,122,1348,352,112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,11450
2289,11499,47231,12415,10971,19624,1735,94,1158,15,265,4650,2559,1839,3259,1253,624,789,809,4747,737,6922,2862,1142,492,297,174,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,22870
2290,2318,26763,7461,8047,5162,7802,69,33,5,1932,2570,1311,562,735,269,22,25,2357,5283,332,761,179,8,15,3077,194,503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,17260
2291,61,44875,1313,1303,2455,26,22,23,5,16,318,208,117,275,103,6,24,146,982,155,354,116,12,20,479,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6630
2293,693,25875,677,378,683,233,11,55,0,58,271,123,49,26,42,0,45,179,355,25,120,79,20,13,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1350
2295,16306,35097,28468,28642,20509,6133,410,145,27,27761,4394,3677,1633,2325,742,124,50,17618,9657,1061,885,163,0,17,13084,414,1655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,26390
2296,2187,42627,15800,18573,22456,8140,170,412,16,2562,4090,3014,1512,2685,1343,448,446,2801,10424,2130,4523,1090,401,222,5776,618,752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24410
2298,70,45227,3243,3359,6045,134,56,51,3,198,934,460,341,642,376,22,19,1079,3194,237,550,150,4,18,1614,308,226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2640
2299,4867,36458,2910,948,2160,1203,150,60,0,213,411,174,130,170,119,10,27,515,1320,85,387,85,144,20,25,0,39,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,53610
2300,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,8850
2302,1665,59329,45786,45939,45803,4570,968,5091,74,31452,4221,4452,3122,6223,3626,1217,476,18072,23724,3427,6881,1724,569,177,17809,1852,1826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,44770
2303,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,27540
2304,222,29156,17426,19187,16515,18996,55,76,13,413,5947,3298,1261,2144,376,129,65,4697,13706,1176,2310,891,164,151,5921,370,764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10470
2305,106,33598,14690,15421,14953,502,10642,243,11,1003,4197,2435,1293,1789,693,238,60,2709,8954,979,2940,1322,433,249,4856,168,561,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,24870
2307,277,59519,12352,10632,15041,6520,87,357,14,357,1148,1669,1161,2046,1329,367,179,3073,9451,1455,2146,579,192,71,3760,470,484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,35500
2308,1599,131406,476,572,974,5,2,38,0,7,58,26,67,108,91,117,128,0,309,18,408,162,76,64,154,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,12060
2309,4654,56388,7515,4665,6815,4239,26,871,0,80,1599,982,693,1327,784,424,494,895,2384,247,3278,1332,967,540,280,243,112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,3650
2310,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,12380
2311,8320,64093,13839,2954,8704,6649,36,310,4,907,651,367,410,634,444,212,317,2413,3778,446,1389,651,197,206,165,2,114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,1970
2312,922,69901,13322,13474,25663,360,46,223,14,127,1153,1238,1273,3163,1896,360,147,1382,9220,1662,3378,1262,340,99,5411,1246,931,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,27880
2313,2562,9954,2031,1886,1194,2625,4,5,2,7,1765,161,15,30,36,5,13,726,1414,95,193,51,36,11,189,35,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,15820
2314,4867,36458,2910,948,2160,1203,150,60,0,213,411,174,130,170,119,10,27,515,1320,85,387,85,144,20,25,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,9660
2315,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,10560
2316,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,1030
2317,1239,60312,25008,26839,40034,5813,201,1791,48,2220,3232,3600,2646,4947,3037,998,586,2634,20082,3807,7557,2167,651,219,9160,1804,545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6320
2318,138,60291,4459,4328,8083,55,71,24,4,356,597,560,299,672,444,290,60,724,3271,503,800,281,69,15,1304,251,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3540
2319,5749,39195,24435,26611,35584,1951,714,2342,457,6706,6185,4459,1897,3818,1875,495,384,5982,19547,2684,3743,1161,504,106,8041,762,1180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1790
2320,5681,19000,3295,2639,1786,3540,23,291,4,111,593,127,94,207,42,0,35,584,963,66,440,162,0,27,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10560
2321,11238,21594,5663,5886,5967,2764,163,253,10,1932,3285,1091,498,525,359,92,52,2141,3335,509,1137,785,210,136,1947,166,268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,44880
2322,247,39356,17215,17843,24849,8139,112,275,44,1066,4329,2813,1769,2290,1296,295,315,5526,12143,1489,2740,1457,641,227,5273,593,663,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,21480
2324,227,154643,2524,2592,4792,71,3,96,0,53,42,284,101,184,321,220,756,73,698,107,1143,803,432,203,738,319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35500
2325,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3540
2326,1896,20410,4185,4012,1897,5939,46,33,2,141,2146,910,226,197,88,17,23,1283,3524,316,488,97,15,4,1251,0,228,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,17500
2327,2464,19231,2078,1703,1466,1872,6,280,1,49,885,159,132,120,54,31,45,367,639,40,368,180,114,25,342,7,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11450
2328,6450,15227,1669,1778,3065,188,7,76,0,55,710,171,22,47,12,0,0,234,529,60,196,53,9,0,48,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,3510
2329,5681,19000,3295,2639,1786,3540,23,291,4,111,593,127,94,207,42,0,35,584,963,66,440,162,0,27,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,6230
2330,4666,20642,1292,920,1328,638,9,112,0,75,742,258,159,156,59,29,0,331,778,58,219,98,119,0,19,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,20550
2331,157,40542,19070,20281,26926,10197,140,172,11,1196,4676,4042,2182,3331,910,347,235,5545,15351,2471,2852,662,198,72,5939,458,583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,11450
2332,5763,29964,27896,26032,21007,9103,535,746,148,19965,5265,3598,1643,1905,391,49,83,13911,10722,831,860,132,14,7,11691,44,2272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,6450
2333,306,39630,12595,14183,13801,11834,116,120,16,438,3313,2326,1136,1818,944,207,252,2971,9828,1075,2332,1018,237,199,3793,522,644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,10010
2334,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,620
2335,693,25875,677,378,683,233,11,55,0,58,271,123,49,26,42,0,45,179,355,25,120,79,20,13,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,11450
2336,3570,60331,12360,13349,23126,1123,45,629,13,355,2889,2137,1155,2554,1543,916,1225,1231,4671,695,5675,3021,1805,1219,2543,1111,212,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2140
2337,212,35586,5277,5648,3306,7422,24,16,0,102,1362,947,340,786,316,116,16,1421,4394,309,785,167,63,0,1517,454,292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10330
2338,2955,29441,7265,7754,10089,4264,63,115,11,102,2940,1329,726,924,472,189,61,1394,4062,650,2532,1094,274,108,1556,333,285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,11450
2339,71,38750,587,574,956,35,12,7,1,106,132,119,47,91,46,0,0,145,475,21,71,12,0,0,251,19,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,34160
2340,2870,52229,17242,17238,28203,2292,1027,847,54,1114,2568,3362,1484,3274,1721,455,477,2885,11358,2018,4198,1557,575,256,5453,1045,876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10080
2342,1960,14152,519,534,701,307,6,4,0,1,320,89,41,65,0,0,0,182,596,38,51,0,0,0,23,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,29830
2343,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,15970
2344,127,57656,1267,1243,2489,3,2,5,0,0,204,169,140,315,49,72,17,175,1181,109,156,73,23,15,218,51,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,34390
2345,924,80600,12401,12790,22821,835,100,403,7,343,1069,1381,914,2626,2018,891,508,566,7614,1571,4626,1904,275,159,5076,1061,697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,11930
2346,22,77200,9435,8936,16950,58,695,58,4,55,1253,1035,1042,2170,1818,669,601,1432,7397,2047,2088,524,151,85,3169,358,584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11710
2347,5127,45784,6111,6602,8692,3364,24,213,2,100,1737,1267,997,1362,558,80,108,1185,4860,779,2087,876,270,122,1348,352,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10560
2348,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9300
2349,71,38750,587,574,956,35,12,7,1,106,132,119,47,91,46,0,0,145,475,21,71,12,0,0,251,19,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3540
2350,1941,14504,4520,4118,3418,4847,33,47,3,93,2200,510,177,300,91,48,10,1570,2513,194,535,191,66,27,1144,145,236,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10230
2352,4931,39216,18823,18902,30677,903,395,1599,94,2106,4922,3128,1532,2596,1659,518,386,1587,9517,2520,4623,1835,649,359,4042,459,537,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10560
2353,929,91238,7606,8136,13457,1043,15,639,6,291,648,846,348,1428,1415,687,502,592,5294,1113,2506,1040,373,126,2715,568,238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,14600
2354,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,34200
2355,5725,30205,1930,2125,1667,250,155,450,15,1295,540,228,204,179,58,0,0,720,1124,141,101,20,0,0,605,26,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,27040
2356,1767,33255,16392,17349,25109,5298,161,379,37,1682,4599,3161,1584,1877,492,130,69,4970,11747,1520,1847,739,98,105,4527,557,664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,31470
2357,58,45417,1064,1139,1714,314,34,2,0,100,258,150,74,194,152,0,4,208,987,102,89,42,0,0,319,112,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,4990
2359,4654,56388,7515,4665,6815,4239,26,871,0,80,1599,982,693,1327,784,424,494,895,2384,247,3278,1332,967,540,280,243,112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,35660
2360,1960,45059,21695,23210,34998,4313,218,648,27,3118,4154,3726,2516,3693,1251,266,175,4611,18726,3098,3294,1121,277,151,7077,530,906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10560
